,Date,Open,High,Low,Close,Volume,Volume(BCC)
840,01-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
841,31-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
842,30-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
843,29-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
844,28-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
845,27-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
846,26-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
847,25-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
848,24-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
849,23-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
850,22-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
851,21-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
852,20-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
853,19-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
854,18-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
855,17-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
856,16-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
857,15-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
858,14-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
859,13-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
860,12-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
861,11-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
862,10-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
863,09-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
864,08-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
865,07-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
866,06-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
867,05-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
868,04-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
869,03-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
870,02-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
871,01-01-2019,0.0,0.0,0.0,0.0,0.0,0.0
872,31-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
873,30-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
874,29-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
875,28-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
876,27-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
877,26-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
878,25-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
879,24-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
880,23-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
881,22-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
882,21-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
883,20-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
884,19-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
885,18-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
886,17-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
887,16-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
888,15-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
889,14-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
890,13-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
891,12-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
892,11-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
893,10-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
894,09-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
895,08-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
896,07-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
897,06-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
898,05-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
899,04-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
900,03-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
901,02-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
902,01-12-2018,0.0,0.0,0.0,0.0,0.0,0.0
903,30-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
904,29-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
905,28-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
906,27-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
907,26-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
908,25-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
909,24-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
910,23-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
911,22-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
912,21-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
913,20-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
914,19-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
915,18-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
916,17-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
917,16-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
918,15-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
919,14-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
920,13-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
921,12-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
922,11-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
923,10-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
924,09-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
925,08-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
926,07-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
927,06-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
928,05-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
929,04-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
930,03-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
931,02-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
932,01-11-2018,0.0,0.0,0.0,0.0,0.0,0.0
933,31-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
934,30-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
935,29-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
936,28-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
937,27-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
938,26-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
939,25-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
940,24-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
941,23-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
942,22-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
943,21-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
944,20-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
945,19-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
946,18-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
947,17-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
948,16-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
949,15-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
950,14-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
951,13-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
952,12-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
953,11-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
954,10-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
955,09-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
956,08-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
957,07-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
958,06-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
959,05-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
960,04-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
961,03-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
962,02-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
963,01-10-2018,0.0,0.0,0.0,0.0,0.0,0.0
964,30-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
965,29-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
966,28-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
967,27-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
968,26-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
969,25-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
970,24-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
971,23-09-2018,0.0,0.0,0.0,0.0,0.0,0.0
972,22-09-2018,1.25,1.25,1.25,1.25,33.11,26.54
973,21-09-2018,1.25,1.25,1.25,1.25,26.22,21.02
974,20-09-2018,1.25,1.25,1.25,1.25,29.72,23.82
975,19-09-2018,1.25,1.25,1.25,1.25,28.11,22.54
976,18-09-2018,1.25,1.25,1.25,1.25,53.93,43.23
977,17-09-2018,1.25,1.25,1.25,1.25,27.05,21.69
978,16-09-2018,1.25,1.25,1.25,1.25,59.08,47.36
979,15-09-2018,1.25,1.25,1.25,1.25,10.78,8.65
980,14-09-2018,1.25,1.25,1.25,1.25,31.49,25.24
981,13-09-2018,1.25,1.25,1.25,1.25,52.16,41.81
982,12-09-2018,1.25,1.25,1.25,1.25,52.73,42.27
983,11-09-2018,1.25,1.25,1.25,1.25,23.84,19.11
984,10-09-2018,1.25,1.25,1.25,1.25,27.82,22.3
985,09-09-2018,1.13,1.25,1.13,1.25,27.35,23.57
986,08-09-2018,1.13,1.13,1.13,1.13,48.0,42.55
987,07-09-2018,1.13,1.13,1.13,1.13,34.07,30.2
988,06-09-2018,0.7830364000000001,1.13,0.7830364000000001,1.13,29.74,27.73
989,05-09-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,12.95,16.54
990,04-09-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,32.47,41.46
991,03-09-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,11.12,14.2
992,02-09-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,53.54,68.37
993,01-09-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,21.22,27.1
994,31-08-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,30.69,39.19
995,30-08-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,12.9,16.47
996,29-08-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,17.25,22.03
997,28-08-2018,0.7830364000000001,0.7830364000000001,0.7830364000000001,0.7830364000000001,16.33,20.86
998,27-08-2018,0.7715361,0.7840673,0.7715361,0.7830364000000001,11.52,14.76
999,26-08-2018,0.6848864,0.7715904,0.6848864,0.7715361,8.81,11.69
1000,25-08-2018,0.6848864,0.6848864,0.6848864,0.6848864,10.58,15.45
1001,24-08-2018,0.7599859,0.7599859,0.6848864,0.6848864,14.15,20.41
1002,23-08-2018,0.7599859,0.7599859,0.7599859,0.7599859,26.97,35.49
1003,22-08-2018,0.7713226,0.7966627,0.7583786,0.7599859,9.03,11.56
1004,21-08-2018,0.7567149999999999,0.7750785,0.7518081,0.7715081,3.86,5.05
1005,20-08-2018,0.7875861999999999,0.8050629,0.756677,0.756677,3.78,4.86
1006,19-08-2018,0.7780146,0.7907991999999999,0.7710445,0.786695,3.93,5.05
1007,18-08-2018,0.8139407,0.8258916999999999,0.7693664000000001,0.7761640000000001,3.88,4.89
1008,17-08-2018,0.7480062,0.814415,0.7480062,0.813704,4.07,5.26
1009,16-08-2018,0.6642564000000001,0.7742463,0.6587175000000001,0.748783,3.74,5.3
1010,15-08-2018,0.738305,0.7642131,0.6613973000000001,0.664737,2.69,3.76
1011,14-08-2018,0.770129,0.7722675999999999,0.7165331,0.7380489,3.69,5.06
1012,13-08-2018,0.8104778,0.815314,0.7691800999999999,0.7732508000000001,3.87,4.84
1013,12-08-2018,0.8086374,0.8198315999999999,0.8050389,0.8076645,4.04,4.97
1014,11-08-2018,0.6541689,0.8190947,0.6509626000000001,0.8094223,4.05,5.37
1015,10-08-2018,0.6285066,0.8046909999999999,0.6285066,0.6543689,8278.5,12237.54
1016,09-08-2018,0.6269935999999999,0.6768115,0.5648805,0.629016,5447.48,8818.04
1017,08-08-2018,0.5008852,793.37,0.49864259999999994,0.627023,6952.23,92.95
1018,07-08-2018,0.6568844,842.0,0.5007633,0.5007633,6773.77,885.24
1019,06-08-2018,0.35068259999999996,850.19,0.3504751,0.6569902,10712.53,1394.92
1020,05-08-2018,0.3019516,0.4287067,0.26721409999999995,0.3503797,2447.67,7757.48
1021,04-08-2018,0.30982509999999996,0.3191375,0.29517350000000003,0.30191609999999997,1219.97,3982.14
1022,03-08-2018,0.3551422,0.3567872,0.3098704,0.31007579999999996,141.78,413.0
1023,02-08-2018,0.339106,0.376702,0.30284,0.34418699999999997,29.0,85.12
1024,01-08-2018,0.32414940000000003,928.17,0.3127468,0.35537540000000006,33.86,1.72
1025,31-07-2018,0.36063,0.36827600000000005,0.309066,0.31337,748.0,2214.1
1026,30-07-2018,0.382648,0.382648,0.354431,0.360552,796.0,2150.95
1027,29-07-2018,0.408938,0.410817,0.36911700000000003,0.38335,420.0,1068.55
1028,28-07-2018,0.382418,0.41337399999999996,0.382418,0.408657,343.0,864.6
1029,27-07-2018,0.36507399999999995,0.441381,0.33587100000000003,0.380963,1213.0,3185.21
1030,26-07-2018,0.316896,0.42401700000000003,0.315371,0.364318,104.0,292.83
1031,25-07-2018,0.354914,0.43700600000000006,0.314397,0.317297,627.0,1761.71
1032,24-07-2018,0.41270200000000007,0.421651,0.314359,0.355234,340.0,904.29
1033,23-07-2018,0.43021099999999995,0.47736000000000006,0.28573699999999996,0.42036999999999997,1961.0,4860.94
1034,22-07-2018,0.483559,0.48547399999999996,0.398446,0.42957399999999996,631.0,1404.52
1035,21-07-2018,0.492547,0.49336,0.483038,0.483658,11.0,22.53
1036,20-07-2018,0.555848,0.5730810000000001,0.555848,0.565686,689.0,1224.64
1037,19-07-2018,0.485318,0.560388,0.46589899999999995,0.556288,678.0,1311.48
1038,18-07-2018,0.411804,0.49179300000000004,0.41077700000000006,0.483885,346.0,769.63
1039,17-07-2018,0.41071499999999994,0.428691,0.392401,0.41132299999999994,567.0,1380.29
1040,16-07-2018,0.343941,0.41093,0.343941,0.41080500000000003,430.0,1139.36
1041,15-07-2018,0.399301,0.420328,0.34228400000000003,0.34494,699.0,1855.52
1042,14-07-2018,0.449459,0.449459,0.328844,0.398936,500.0,1229.48
1043,13-07-2018,0.439175,0.449495,0.403457,0.449495,706.0,1621.48
1044,12-07-2018,0.461729,0.46262700000000007,0.40921599999999997,0.439158,148.0,333.95
1045,11-07-2018,0.476696,0.47895699999999997,0.435461,0.462056,341.0,736.04
1046,10-07-2018,0.481414,0.48203500000000005,0.475973,0.47680100000000003,280.0,584.48
1047,09-07-2018,0.45211999999999997,0.48357,0.42223299999999997,0.48195699999999997,335.0,728.31
1048,08-07-2018,0.474595,0.474595,0.41018000000000004,0.452887,199.0,439.23
1049,07-07-2018,0.453592,0.5271939999999999,0.43505900000000003,0.47466099999999994,5685.0,12028.53
1050,06-07-2018,0.552488,0.553365,0.40584000000000003,0.452629,1210.0,2463.95
1051,05-07-2018,0.45522799999999997,0.560415,0.40377399999999997,0.5526989999999999,1793.0,3636.7
1052,04-07-2018,0.45071700000000003,0.472257,0.42567299999999997,0.457143,1356.0,3003.67
1053,03-07-2018,0.456801,0.45932,0.419033,0.450693,671.0,1502.93
1054,02-07-2018,0.441708,0.460374,0.417363,0.45675,599.0,1348.95
1055,01-07-2018,0.421328,0.448665,0.381799,0.441104,1431.0,3381.19
1056,30-06-2018,0.44535600000000003,0.446683,0.396658,0.42108500000000004,1288.0,3013.25
1057,29-06-2018,0.409655,0.445826,0.393404,0.4452,772.0,1822.81
1058,28-06-2018,0.41958500000000004,0.457876,0.409452,0.40981899999999993,764.0,1801.11
1059,27-06-2018,0.41001099999999996,0.42758199999999996,0.407209,0.41958500000000004,339.0,814.71
1060,26-06-2018,0.430453,0.43683999999999995,0.381852,0.410761,310.0,747.03
1061,25-06-2018,0.42342399999999997,0.48350699999999996,0.392754,0.47409300000000004,1561.0,3520.17
1062,24-06-2018,0.535611,0.53652,0.395117,0.42299799999999993,437.0,924.75
1063,23-06-2018,0.519201,0.5503939999999999,0.460556,0.536118,1493.0,2890.23
1064,22-06-2018,0.474341,0.552665,0.423177,0.51908,1480.0,3006.2
1065,21-06-2018,0.511845,0.51318,0.41917600000000005,0.474045,237.0,494.2
1066,20-06-2018,0.49161800000000005,0.51698,0.401183,0.5120979999999999,1709.0,3556.94
1067,19-06-2018,0.502879,0.51184,0.459362,0.493551,498.0,1012.38
1068,18-06-2018,0.506729,0.512382,0.455112,0.501637,412.0,834.07
1069,17-06-2018,0.529144,0.5297729999999999,0.397412,0.508566,2073.0,4220.07
1070,16-06-2018,0.500364,0.5345260000000001,0.469558,0.529983,867.0,1704.65
1071,15-06-2018,0.499108,0.525366,0.475584,0.50059,824.0,1647.47
1072,14-06-2018,0.520915,0.586737,0.46883199999999997,0.497802,518.0,998.9
1073,13-06-2018,0.5894550000000001,0.597377,0.45000500000000004,0.521193,650.0,1204.8
1074,12-06-2018,0.591233,0.615757,0.546809,0.5886140000000001,407.0,695.01
1075,11-06-2018,0.5709029999999999,0.624063,0.354609,0.5905020000000001,2178.0,4070.88
1076,10-06-2018,0.679129,0.680585,0.57128,0.57128,1225.0,1958.22
1077,09-06-2018,0.830835,0.8407469999999999,0.6161909999999999,0.678702,3974.0,5358.55
1078,08-06-2018,0.76275,0.8357530000000001,0.6965060000000001,0.8300709999999999,870.0,1113.57
1079,07-06-2018,0.731079,0.804899,0.677321,0.762935,2036.0,2736.34
1080,06-06-2018,0.793459,0.9399770000000001,0.694818,0.73073,2389.0,3025.02
1081,05-06-2018,0.747375,0.794714,0.6859109999999999,0.791445,1143.0,1514.19
1082,04-06-2018,0.6124310000000001,0.749761,0.609002,0.747173,1557.0,2291.08
1083,03-06-2018,0.695214,0.698047,0.603599,0.612693,1017.0,1558.89
1084,02-06-2018,0.6001810000000001,0.705017,0.597376,0.694703,493.0,759.26
1085,01-06-2018,0.689493,0.720064,0.588264,0.6003350000000001,570.0,877.55
1086,31-05-2018,0.6209720000000001,0.690753,0.549301,0.689051,4093.0,6420.2
1087,30-05-2018,0.720338,0.752333,0.6096159999999999,0.621146,208.0,307.76
1088,29-05-2018,0.735011,0.735011,0.626289,0.720167,1238.0,1758.22
1089,28-05-2018,0.7058439999999999,0.8200069999999999,0.69597,0.734757,1433.0,1938.73
1090,27-05-2018,0.6275609999999999,0.7067260000000001,0.6168939999999999,0.7067260000000001,283.0,425.9
1091,26-05-2018,0.6065619999999999,0.6588109999999999,0.58758,0.626626,263.0,424.27
1092,25-05-2018,0.642039,0.698553,0.602576,0.6081270000000001,2010.0,3151.34
1093,24-05-2018,0.8713,0.871792,0.639093,0.6427069999999999,3552.0,4697.03
1094,23-05-2018,0.784875,0.873468,0.769191,0.871474,1078.0,1307.06
1095,22-05-2018,0.7787270000000001,0.9193709999999999,0.769219,0.783324,329.0,404.84
1096,21-05-2018,0.964725,1.0,0.775138,0.7782180000000001,4364.0,4961.8
1097,20-05-2018,0.90801,1.0,0.8048270000000001,0.9648959999999999,2693.0,2928.98
1098,19-05-2018,0.885091,0.974915,0.855382,0.907323,1085.0,1198.0
1099,18-05-2018,1.05,1.05,0.85631,0.884552,565.0,588.41
1100,17-05-2018,0.9519219999999999,1.09,0.872915,1.05,987.0,995.75
1101,16-05-2018,1.06,1.07,0.888912,0.9535239999999999,4720.0,4752.75
1102,15-05-2018,0.992508,1.07,0.913005,1.06,586.0,580.84
1103,14-05-2018,1.03,1.08,0.917717,0.9920370000000001,1760.0,1751.35
1104,13-05-2018,1.09,1.11,0.972831,1.03,899.0,855.61
1105,12-05-2018,1.17,1.23,1.04,1.09,795.0,701.99
1106,11-05-2018,1.03,1.19,1.02,1.17,2700.0,2448.98
1107,10-05-2018,1.09,1.2,1.02,1.04,2097.0,1928.28
1108,09-05-2018,1.2,1.3,1.08,1.09,5990.0,5130.62
1109,08-05-2018,1.26,1.29,0.9790000000000001,1.2,9224.0,7802.07
1110,07-05-2018,0.996799,1.26,0.7974680000000001,1.26,4983.0,4620.02
1111,06-05-2018,0.7904770000000001,1.03,0.771595,0.996959,2230.0,2485.35
1112,05-05-2018,1.05,1.05,0.7794449999999999,0.790246,3231.0,3521.82
1113,04-05-2018,1.03,1.05,0.866195,1.05,4579.0,4583.36
1114,03-05-2018,0.993915,1.06,0.818583,1.03,1591.0,1630.75
1115,02-05-2018,1.14,1.17,0.938328,0.993991,4114.0,3879.01
1116,01-05-2018,1.12,1.32,1.1,1.14,1027.0,877.78
1117,30-04-2018,1.15,1.26,1.12,1.12,5542.0,4767.31
1118,29-04-2018,1.34,1.49,1.16,1.16,1600.0,1242.72
1119,28-04-2018,1.08,1.48,1.05,1.34,4243.0,3428.69
1120,27-04-2018,1.5,1.69,1.07,1.07,5547.0,4162.85
1121,26-04-2018,1.21,1.52,1.11,1.51,3658.0,2734.95
1122,25-04-2018,1.17,1.34,1.15,1.2,4602.0,3787.65
1123,24-04-2018,1.17,1.32,0.9046709999999999,1.17,2854.0,2500.95
1124,23-04-2018,1.5,1.5,1.06,1.17,2057.0,1573.23
1125,22-04-2018,1.45,1.51,0.570972,1.5,11970.0,9517.05
1126,21-04-2018,1.44,1.49,1.43,1.45,5472.0,3767.3
1127,20-04-2018,1.35,1.48,1.35,1.44,4493.0,3197.86
1128,19-04-2018,1.4,1.48,1.35,1.35,6493.0,4654.48
1129,18-04-2018,1.54,1.55,1.38,1.4,3482.0,2372.74
1130,17-04-2018,1.4,1.56,1.29,1.54,2610.0,1803.11
1131,16-04-2018,1.6,1.64,1.22,1.4,10649.0,7268.94
1132,15-04-2018,1.5,1.66,1.41,1.6,13907.0,9015.88
1133,14-04-2018,1.28,1.5,1.18,1.5,6760.0,4952.38
1134,13-04-2018,1.29,1.31,1.19,1.28,10138.0,7998.42
1135,12-04-2018,1.11,1.3,1.03,1.29,8824.0,7462.16
1136,11-04-2018,0.982,1.27,0.859533,1.11,6945.0,6580.55
1137,10-04-2018,0.615157,0.981842,0.609023,0.98041,6944.0,8716.96
1138,09-04-2018,0.690855,0.855875,0.560359,0.61464,12544.0,18435.34
1139,08-04-2018,0.6890689999999999,0.696399,0.493982,0.690055,4377.0,6813.76
1140,07-04-2018,0.44320299999999996,0.692837,0.388733,0.692507,13604.0,24541.78
1141,06-04-2018,0.6328189999999999,0.6328189999999999,0.34202899999999997,0.443067,13483.0,26298.88
1142,05-04-2018,0.661248,0.809829,0.529644,0.633195,28669.0,43538.21
1143,04-04-2018,0.853232,0.8799959999999999,0.486951,0.660738,17678.0,24544.96
1144,03-04-2018,0.935326,1.0,0.697254,0.8490709999999999,9773.0,11228.01
1145,02-04-2018,0.888495,1.03,0.833116,0.9353540000000001,10114.0,10972.71
1146,01-04-2018,1.03,1.04,0.799575,0.888343,10215.0,10873.04
1147,31-03-2018,1.18,1.35,0.935206,1.04,13675.0,12141.51
1148,30-03-2018,1.25,1.31,1.05,1.18,8064.0,6734.03
1149,29-03-2018,1.29,1.51,1.1,1.25,10772.0,8366.6
1150,28-03-2018,1.27,1.83,0.9815809999999999,1.3,13199.0,9810.5
1151,27-03-2018,1.55,1.64,0.945708,1.27,7133.0,5278.12
1152,26-03-2018,1.59,1.9,1.14,1.57,8976.0,5790.97
1153,25-03-2018,1.89,2.03,1.53,1.57,17412.0,9921.37
1154,24-03-2018,1.75,2.8,1.61,1.89,8039.0,3994.53
1155,23-03-2018,1.99,2.15,1.65,1.75,7952.0,4218.57
1156,22-03-2018,1.92,2.02,0.994886,1.99,11570.0,6683.14
1157,21-03-2018,1.67,4.28,1.66,1.9,52669.0,22153.1
1158,20-03-2018,1.83,2.01,1.51,1.68,49785.0,28327.17
1159,19-03-2018,1.89,2.02,1.8,1.84,22768.0,12062.52
1160,18-03-2018,1.94,2.12,1.79,1.88,25157.0,13017.85
1161,17-03-2018,2.02,2.05,1.83,1.95,17729.0,9033.89
1162,16-03-2018,2.23,2.37,1.91,2.02,21735.0,10192.26
1163,15-03-2018,2.04,2.46,2.03,2.16,22289.0,10259.61
1164,14-03-2018,2.15,2.53,2.05,2.05,20946.0,9542.6
1165,13-03-2018,1.91,2.29,1.79,2.16,25221.0,12378.4
1166,12-03-2018,1.9,2.09,1.87,1.92,18166.0,9339.85
1167,11-03-2018,2.03,2.05,1.76,1.9,15368.0,7942.12
1168,10-03-2018,2.01,2.17,1.9,2.04,16075.0,7918.72
1169,09-03-2018,2.47,2.56,1.92,2.01,61459.0,27437.05
1170,08-03-2018,2.36,2.64,2.23,2.55,73155.0,29920.25
1171,07-03-2018,2.91,2.94,2.36,2.43,74113.0,27862.03
1172,06-03-2018,3.06,3.11,2.84,2.92,55762.0,18696.4
1173,05-03-2018,3.02,3.2,3.02,3.06,117309.0,38149.27
1174,04-03-2018,3.11,3.24,2.61,3.02,164069.0,54780.97
1175,03-03-2018,3.07,3.2,2.95,3.13,102753.0,33280.32
1176,02-03-2018,3.35,3.43,3.03,3.06,123246.0,38304.9
1177,01-03-2018,3.13,3.38,3.05,3.35,116938.0,36231.76
1178,28-02-2018,2.96,3.26,2.88,3.22,181826.0,59034.42
1179,27-02-2018,3.12,3.17,2.87,2.95,151631.0,50084.56
1180,26-02-2018,3.27,3.38,2.93,3.12,104727.0,32984.88
1181,25-02-2018,3.09,3.48,2.97,3.25,105458.0,32981.39
1182,24-02-2018,3.31,3.49,2.92,3.05,116596.0,36521.85
1183,23-02-2018,3.52,3.76,3.08,3.27,86230.0,25305.94
1184,22-02-2018,3.97,4.16,3.44,3.52,157912.0,41858.71
1185,21-02-2018,3.69,4.15,3.62,3.95,108297.0,28110.84
1186,20-02-2018,4.34,4.34,3.66,3.7,150823.0,37611.72
1187,19-02-2018,4.08,4.38,4.01,4.31,185105.0,44125.15
1188,18-02-2018,4.06,4.19,3.87,4.13,149639.0,36834.22
1189,17-02-2018,3.86,4.3,3.7,4.04,157578.0,39642.26
1190,16-02-2018,3.05,5.52,3.05,3.73,385193.0,100376.03
1191,15-02-2018,3.0,3.19,2.83,3.03,111873.0,37136.27
1192,14-02-2018,2.24,3.12,2.23,3.01,198019.0,74724.15
1193,13-02-2018,2.35,2.39,2.12,2.25,76175.0,33446.76
1194,12-02-2018,2.19,2.64,2.19,2.39,152689.0,64904.99
1195,11-02-2018,2.34,2.35,2.09,2.19,168616.0,75191.08
1196,10-02-2018,2.42,2.81,2.26,2.34,211125.0,85910.48
1197,09-02-2018,5.54,5.54,2.14,2.46,792071.0,202058.93
1198,08-02-2018,4.31,5.59,3.72,5.58,302712.0,63065.0
1199,07-02-2018,5.49,5.64,4.18,4.29,194631.0,39720.61
1200,06-02-2018,6.55,6.63,5.26,5.54,309371.0,51604.84
1201,05-02-2018,6.7,6.91,6.0,6.51,317398.0,48606.13
1202,04-02-2018,8.91,8.93,5.55,6.69,692302.0,92061.44
1203,03-02-2018,8.59,13.14,8.51,8.89,5672460.0,579857.91
1204,02-02-2018,5.97,10.11,5.55,8.73,3657210.0,481845.85
1205,01-02-2018,7.0,7.05,5.75,6.01,883703.0,136955.13
1206,31-01-2018,8.27,8.35,7.01,7.01,1171150.0,152891.64
1207,30-01-2018,10.64,11.24,8.21,8.32,1950330.0,203106.48
1208,29-01-2018,11.17,11.29,10.48,10.53,994843.0,91542.95
